🕘️更新时间,#genre#
山东体育,http://123.130.84.106:8154/tsfile/live/1006_1.m3u8$订阅源-
山东体育,http://221.0.78.198:1681/hls/10224/index.m3u8$订阅源-
山东文旅,http://221.2.148.205:8154/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源--1920x1080
山东文旅,http://139.129.231.228:3529/rtp/239.21.1.176:5002$山东电信组播源-
山东文旅,http://139.129.231.228:50060/rtp/239.21.1.176:5002$山东电信组播源-
山东综艺,http://221.2.148.205:8154/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源--1920x1080
山东综艺,http://139.129.231.228:3529/rtp/239.21.1.177:5002$山东电信组播源-
山东综艺,http://139.129.231.228:50060/rtp/239.21.1.177:5002$山东电信组播源-
济南新闻综合,rtmp://tv.qntv.net/channellive/ch1$订阅源--1920x1080
济南新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd$订阅源--1920x1080
济南新闻综合,http://221.0.78.198:1681/hls/10279/index.m3u8$订阅源-
济南都市,http://139.129.231.228:3529/rtp/239.21.1.63:5002$山东电信组播源-
济南都市,http://139.129.231.228:50060/rtp/239.21.1.63:5002$山东电信组播源-
济南都市,http://221.0.78.198:1681/hls/10280/index.m3u8$订阅源-
济南生活,http://139.129.231.228:3529/rtp/239.21.1.64:5002$山东电信组播源-
济南生活,http://139.129.231.228:50060/rtp/239.21.1.64:5002$山东电信组播源-
济南生活,http://221.0.78.198:1681/hls/10281/index.m3u8$订阅源-
济南影视,http://139.129.231.228:3529/rtp/239.21.1.65:5002$山东电信组播源-
济南影视,http://139.129.231.228:50060/rtp/239.21.1.65:5002$山东电信组播源-
济南影视,http://221.0.78.198:1681/hls/10282/index.m3u8$订阅源-
济南娱乐,http://139.129.231.228:3529/rtp/239.21.1.66:5002$山东电信组播源-
济南娱乐,http://139.129.231.228:50060/rtp/239.21.1.66:5002$山东电信组播源-
济南娱乐,http://221.0.78.198:1681/hls/10283/index.m3u8$订阅源-
济南少儿,http://139.129.231.228:3529/rtp/239.21.1.68:5002$山东电信组播源-
济南少儿,http://139.129.231.228:50060/rtp/239.21.1.68:5002$山东电信组播源-
济南少儿,http://221.0.78.198:1681/hls/10285/index.m3u8$订阅源-
济南商务,http://139.129.231.228:3529/rtp/239.21.1.67:5002$山东电信组播源-
济南商务,http://139.129.231.228:50060/rtp/239.21.1.67:5002$山东电信组播源-
济南商务,http://221.0.78.198:1681/hls/10284/index.m3u8$订阅源-
济南教育,http://139.129.231.228:3529/rtp/239.21.1.133:5002$山东电信组播源-
济南教育,http://139.129.231.228:50060/rtp/239.21.1.133:5002$山东电信组播源-
济南教育,http://221.0.78.198:1681/hls/10286/index.m3u8$订阅源-
济南鲁中,http://139.129.231.228:3529/rtp/239.21.1.149:5002$山东电信组播源-
济南鲁中,http://139.129.231.228:50060/rtp/239.21.1.149:5002$山东电信组播源-
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd$订阅源-
青州电视台文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8$订阅源--720x576
青州电视台文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd$订阅源--720x576
青州电视台文化旅游,http://139.129.231.228:3529/rtp/239.21.1.231:5002$山东电信组播源-
青州电视台文化旅游,http://139.129.231.228:50060/rtp/239.21.1.231:5002$山东电信组播源-
青州电视台新闻综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8$订阅源--720x576
青州电视台生活,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8$订阅源--720x576
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8$订阅源--720x576
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd$订阅源--720x576
青州综合,http://139.129.231.228:3529/rtp/239.21.1.232:5002$山东电信组播源-
青州综合,http://139.129.231.228:50060/rtp/239.21.1.232:5002$山东电信组播源-
济宁公共,http://139.129.231.228:3529/rtp/239.21.2.20:5002$山东电信组播源-
济宁公共,http://139.129.231.228:50060/rtp/239.21.2.20:5002$山东电信组播源-
济宁教育,http://139.129.231.228:3529/rtp/239.21.1.139:5002$山东电信组播源-
济宁教育,http://139.129.231.228:50060/rtp/239.21.1.139:5002$山东电信组播源-
济宁综合,http://139.129.231.228:3529/rtp/239.21.2.19:5002$山东电信组播源-
济宁综合,http://139.129.231.228:50060/rtp/239.21.2.19:5002$山东电信组播源-
威海一套新闻综合,http://l1.weihai.tv:8081/hls/969O76hb22.m3u8$订阅源--800x450
临沂公共,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8$订阅源--1920x1080
临沂农科,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8$订阅源--1920x1080
临沂新闻综合,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8$订阅源--1920x1080
日照科教,http://139.129.231.228:3529/rtp/239.21.1.80:5002$山东电信组播源-
日照科教,http://139.129.231.228:50060/rtp/239.21.1.80:5002$山东电信组播源-
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd$订阅源--960x540
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8$订阅源--960x540
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd$订阅源--960x540
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8$订阅源--960x540
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd$订阅源--960x540
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8$订阅源--960x540
淄博生活,http://139.129.231.228:3529/rtp/239.21.1.109:5002$山东电信组播源-
淄博生活,http://139.129.231.228:50060/rtp/239.21.1.109:5002$山东电信组播源-
淄博都市,http://139.129.231.228:3529/rtp/239.21.1.83:5002$山东电信组播源-
淄博都市,http://139.129.231.228:50060/rtp/239.21.1.83:5002$山东电信组播源-
滨州公共,http://139.129.231.228:3529/rtp/239.21.1.119:5002$山东电信组播源-
滨州公共,http://139.129.231.228:50060/rtp/239.21.1.119:5002$山东电信组播源-
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd$订阅源--1280x720
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8$订阅源--1280x720
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-$订阅源--1280x720
烟台公共,http://139.129.231.228:3529/rtp/239.21.1.117:5002$山东电信组播源-
烟台公共,http://139.129.231.228:50060/rtp/239.21.1.117:5002$山东电信组播源-
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd$订阅源--1280x720
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-$订阅源--1280x720
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd$订阅源--1280x720
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-$订阅源--1280x720

🌊港·澳·台,#genre#
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$订阅源--1280x720
凤凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140$浙江电信组播源-
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8$订阅源--1280x720
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$订阅源--1280x720
凤凰资讯,http://120.55.49.231:3095/rtp/233.50.200.192:5140$浙江电信组播源-
凤凰卫视,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$订阅源--1280x720
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8$订阅源--1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$订阅源--1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$订阅源--1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8$订阅源--1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8$订阅源--1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$订阅源--1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$订阅源--1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8$订阅源--1920x1080
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$订阅源--1920x1080
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA$订阅源-
纬来体育,rtmp://f13h.mine.nu/sat/tv721$订阅源--1280x720
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721$订阅源--1280x720
纬来体育,rtmp://f13h.mine.nu/sat/tv771$订阅源--1280x720
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
纬来体育,http://ku9.fr.to/smt.php?id=videolandsport$订阅源--1280x720
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8$订阅源-
纬来体育,https://cloud.yumixiu768.com:443/tmp/123.m3u8$订阅源-
纬来体育,rtmp://220.130.201.73/sat/tv721$订阅源-
纬来育乐,rtmp://f13h.mine.nu/sat/tv701$订阅源--1280x720
纬来育乐,rtmp://220.130.201.73/sat/tv701$订阅源-
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
翡翠台,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8$订阅源--1280x720
翡翠台,http://v2h.jdshipin.com/jade/jade.stream/chunklist.m3u8$订阅源--1280x720
翡翠台,http://mzitv.cn:32/tsfile/live/1016_1.m3u8$订阅源--720x576
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS$订阅源-
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8$订阅源--1920x1080
Viutv,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs$订阅源--1280x720
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8$订阅源-
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
东森超视,rtmp://f13h.mine.nu/sat/tv331$订阅源--1280x720
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$订阅源--1920x1080
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8$订阅源--1920x1080

🎬电影频道,#genre#
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8$订阅源--1920x1080
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8$订阅源-
CHC动作电影,http://182.40.120.191/test-txdwk.flv.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.m3u8$订阅源--1920x748
CHC动作电影,http://110.53.52.63:8888/newlive/live/hls/53/live.m3u8$订阅源-
黑莓电影,http://www.terrykang.xyz:35455/itv/1000000004000019624.m3u8?cdn=ystenlive$订阅源--1920x1080
黑莓电影,http://home.dzlove.top:35455/itv/1000000004000019624.m3u8?cdn=ystenlive$订阅源--1920x1080
黑莓电影,http://itv.nctv.top:35455/itv/1000000004000019624.m3u8?cdn=ystenlive$订阅源-
经典电影,http://120.238.94.10:9901/tsfile/live/1040_1.m3u8$订阅源-
经典电影,http://58.19.43.46:9901/tsfile/live/1012_1.m3u8$订阅源-
IPTV经典电影,http://139.129.231.228:3529/rtp/239.21.1.124:5002$山东电信组播源-
IPTV经典电影,http://139.129.231.228:50060/rtp/239.21.1.124:5002$山东电信组播源-
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源--1920x1080
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV$订阅源--720x576
星空卫视,http://quan2018.mycloudnas.com:51888/play/a016/index.m3u8$订阅源--720x576
东森超视,rtmp://f13h.mine.nu/sat/tv331$订阅源--1280x720
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$订阅源--1920x1080
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$订阅源--1920x1080
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8$订阅源--1920x1080

🏀休闲纪录,#genre#
快乐垂钓,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-3.m3u8$订阅源--640x360
快乐垂钓,http://120.55.49.231:3095/rtp/233.50.201.109:5140$浙江电信组播源-
世界地理,http://183.11.239.36:808/hls/11/index.m3u8$订阅源-
梨园频道,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8$订阅源--1920x1080
纪实科教,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8$订阅源--7680x4320
纪实人文,http://139.129.231.228:3529/rtp/239.21.1.195:5002$山东电信组播源-
纪实人文,http://139.129.231.228:50060/rtp/239.21.1.195:5002$山东电信组播源-
求索纪录,http://www.terrykang.xyz:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源--1920x1080
求索纪录,http://dsm.huarunguoji.top:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源--1920x1080
求索纪录,http://1.itv.nctv.top:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源--1920x1080
求索纪录,http://111.170.172.113:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源--1920x1080
求索纪录,http://home.wwang.pw:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源--1920x1080
求索纪录,http://3501776.xyz:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源--1920x1080
求索纪录,http://home.dzlove.top:35455/itv/2000000004000000010.m3u8?cdn=hnbblive$订阅源--1920x1080
求索纪录,http://home.dzlove.top:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源--1920x1080
求索纪录,http://bg5aqv.top:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源-
求索纪录,http://175.6.162.5:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源-
求索科学,http://www.terrykang.xyz:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源--1920x1080
求索科学,http://dsm.huarunguoji.top:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源--1920x1080
求索科学,http://1.itv.nctv.top:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源--1920x1080
求索科学,http://111.170.172.113:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源--1920x1080
求索科学,http://home.wwang.pw:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源--1920x1080
求索科学,http://3501776.xyz:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源--1920x1080
求索科学,http://home.dzlove.top:35455/itv/2000000004000000011.m3u8?cdn=hnbblive$订阅源--1920x1080
求索科学,http://home.dzlove.top:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源--1920x1080
求索科学,http://bg5aqv.top:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源-
求索科学,http://livetv.wqwqwq.sbs/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源-
求索生活,http://www.terrykang.xyz:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源--1920x1080
求索生活,http://dsm.huarunguoji.top:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源--1920x1080
求索生活,http://1.itv.nctv.top:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源--1920x1080
求索生活,http://111.170.172.113:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源--1920x1080
求索生活,http://home.wwang.pw:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源--1920x1080
求索生活,http://3501776.xyz:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源--1920x1080
求索生活,http://home.dzlove.top:35455/itv/2000000004000000008.m3u8?cdn=hnbblive$订阅源--1920x1080
求索生活,http://home.dzlove.top:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源--1920x1080
求索生活,http://bg5aqv.top:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源-
求索生活,http://itv.nctv.top:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源-
求索动物,http://www.terrykang.xyz:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://dsm.huarunguoji.top:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://1.itv.nctv.top:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://111.170.172.113:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://hangfun.top:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://home.wwang.pw:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://3501776.xyz:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://home.dzlove.top:35455/itv/2000000004000000009.m3u8?cdn=hnbblive$订阅源--1920x1080
求索动物,http://home.dzlove.top:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源--1920x1080
求索动物,http://bg5aqv.top:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源-
欢笑剧场,http://120.55.49.231:3095/rtp/233.50.201.189:5140$浙江电信组播源-
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8$订阅源--1920x1080

🪁动漫频道,#genre#
航海王,http://1.94.31.214:35455/huya/16913382$订阅源--1920x1080
24H国漫热播,https://lunbo.freetv.top/yy/1353937086$订阅源--1280x720
斗破苍穹玄幻剧,https://live.metshop.top/yy/1356051105$订阅源--800x600
猫和老鼠,http://1.94.31.214:35455/huya/11352879$订阅源--1920x1080
猫和老鼠,http://182.40.120.180/test-txdwk.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8$订阅源--640x464

🎮游戏频道,#genre#
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy$订阅源--1920x1080
游戏风云,http://120.55.49.231:3095/rtp/233.50.201.183:5140$浙江电信组播源-
海看电竞,http://139.129.231.228:3529/rtp/239.21.1.135:5002$山东电信组播源-
海看电竞,http://139.129.231.228:50060/rtp/239.21.1.135:5002$山东电信组播源-

🎵音乐频道,#genre#
CCTV-15,http://z.b.bkpcp.top/m.php?id=cctv15$订阅源--1920x1080
CCTV-15,http://221.2.148.205:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源--1920x1080
CCTV-15,http://123.182.60.29:9002/hls/15/index.m3u8$订阅源--1920x1080
CCTV-15,http://61.138.128.226:19901/tsfile/live/0019_1.m3u8$订阅源--1920x1080
CCTV-15,http://www.terrykang.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源--1920x1080
CCTV-15,http://dsm.huarunguoji.top:35455/gaoma/cctv15.m3u8$订阅源--1920x1080
CCTV-15,http://dsm.huarunguoji.top:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源--1920x1080
CCTV-15,http://117.144.58.42:35455/gaoma/cctv15.m3u8$订阅源--1920x1080
CCTV-15,http://1.itv.nctv.top:35455/gaoma/cctv15.m3u8$订阅源--1920x1080
CCTV-15,http://1.itv.nctv.top:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源--1920x1080
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8$订阅源-
音乐调频广播,http://120.55.49.231:3095/rtp/233.50.201.82:5140$浙江电信组播源-

🏛经典剧场,#genre#
笑傲江湖,http://1.94.31.214:35455/huya/26355790$订阅源--1920x1080
笑傲江湖,http://1.94.31.214:35455/huya/23865142$订阅源--1920x1080
笑傲江湖,http://rihou.cc:555/huyad.php?id=23865142$订阅源--1920x1080
笑傲江湖,https://lunbo.freetv.top/yy/1354930909$订阅源--1280x720
笑傲江湖,https://live.metshop.top/huya/23865142$订阅源--800x600
笑傲江湖,https://live.metshop.top/yy/1354930909$订阅源--800x600
天龙八部,http://1.94.31.214:35455/huya/23903123$订阅源--1920x1080
天龙八部,https://lunbo.freetv.top/yy/1351814644$订阅源--1280x720
天龙八部,https://live.metshop.top/yy/1351814644$订阅源--800x600
天龙八部,http://223.85.105.11/test-txdwk.flv.huya.com/src/1099531752675-1099531752675-86435783040303104-2199063628806-10057-A-0-1.m3u8$订阅源--900x500
鹿鼎记,https://lunbo.freetv.top/yy/1354658049$订阅源--1280x720
鹿鼎记,https://lunbo.freetv.top/yy/28265277$订阅源--1280x720
鹿鼎记,https://live.metshop.top/yy/28265277$订阅源--800x600
仙剑奇侠传,https://lunbo.freetv.top/yy/1382749903$订阅源--1280x720
仙剑奇侠传,https://live.metshop.top/yy/1382749903$订阅源--800x600
西游记,http://1.94.31.214:35455/huya/26355861$订阅源--1920x1080
三国演义,http://1.94.31.214:35455/huya/11602081$订阅源--1920x1080
三国演义,http://rihou.cc:555/huyad.php?id=11602081$订阅源--1920x1080
三国演义,https://lunbo.freetv.top/yy/1354930932$订阅源--1280x720
三国演义,https://live.metshop.top/huya/11602081$订阅源--800x600
三国演义,https://live.metshop.top/yy/1354936241$订阅源--800x600
新水浒传,https://live.metshop.top/huya/11342384$订阅源--800x600
新水浒传,http://223.85.105.11/test-txdwk.flv.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.m3u8$订阅源--900x500
新白娘子传奇,https://lunbo.freetv.top/yy/1354930969$订阅源--1280x720
新白娘子传奇,https://live.metshop.top/yy/1354490667$订阅源--800x600
新白娘子传奇,http://liushizupu.site:35455/yy/1354490667$订阅源--800x600
封神榜,http://1.94.31.214:35455/huya/29465849$订阅源--1920x1080
封神榜,https://lunbo.freetv.top/yy/1353426319$订阅源--1280x720
封神榜,https://live.metshop.top/yy/1353426319$订阅源--800x600
上海滩,https://live.metshop.top/yy/1382745184$订阅源--800x600
射雕英雄传,http://1.94.31.214:35455/huya/23824164$订阅源--1920x1080
射雕英雄传,https://lunbo.freetv.top/yy/1354210357$订阅源--1280x720
射雕英雄传,https://live.metshop.top/yy/40959929$订阅源--800x600
神雕侠侣,http://1.94.31.214:35455/huya/11352964$订阅源--1920x1080
神雕侠侣,http://1.94.31.214:35455/huya/23865171$订阅源--1920x1080
神雕侠侣,https://lunbo.freetv.top/yy/1351762426$订阅源--1280x720
神雕侠侣,https://live.metshop.top/huya/23865171$订阅源--800x600
新三国,http://223.85.105.11/test-txdwk.flv.huya.com/src/1423787831-1423787831-6115122170587774976-2847699118-10057-A-0-1.m3u8$订阅源--900x500
天道,https://lunbo.freetv.top/yy/1382735574$订阅源--1280x720
天道,https://live.metshop.top/yy/1382735574$订阅源--800x600
西游记后传,https://live.metshop.top/yy/1353392400$订阅源--800x600
知否知否应是绿肥红瘦,https://lunbo.freetv.top/yy/21881901$订阅源--1280x720
铁齿铜牙纪晓岚,http://1.94.31.214:35455/huya/11342396$订阅源--1920x1080
神探狄仁杰,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1351755386$订阅源-
雍正王朝,https://live.metshop.top/yy/23206872$订阅源--800x600
康熙王朝,http://1.94.31.214:35455/huya/11352940$订阅源--1920x1080

🏛影星,#genre#
周星驰,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402$订阅源--1920x1080
周星驰,http://rihou.cc:555/huyad.php?id=11342412$订阅源--1920x1080
周星驰,http://223.85.105.11/test-txdwk.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8$订阅源--900x500
李连杰,http://huanqiuzhibo.cn/manifest/huya.php?id=11342390$订阅源--1920x1080
李连杰,http://rihou.cc:555/huyad.php?id=11342390$订阅源--1920x1080
李连杰,https://live.metshop.top/huya/11342390$订阅源--800x600
甄子丹,http://huanqiuzhibo.cn/manifest/huya.php?id=11352935$订阅源--1920x1080
甄子丹,http://rihou.cc:555/huyad.php?id=11352935$订阅源--1920x1080
甄子丹,https://live.metshop.top/huya/11352935$订阅源--800x600
成龙,https://p6-dy.byteimg.com/origin/pgc-image/bebfddceee5c40f495882785675174cf$订阅源--1516x1513
成龙,http://zzy789.xyz/douyu1.php?id=3379942$订阅源--1920x1080
洪金宝,http://rihou.cc:555/huyad.php?id=11279251$订阅源--1920x1080

经典小品,#genre#
策划,https://vd3.bdstatic.com/mda-ki60ag5ub193axs9/hd/mda-ki60ag5ub193axs9.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D$订阅源--854x480
不差钱,https://vdse.bdstatic.com//769f31778a85f33825c44a9b0c70ac37.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A24%3A57Z%2F-1%2Fhost%2F9d4a74ab09dc18c2f4d9b0b8f77c621471a15359ec3b77c186f51611f4712005$订阅源--472x360
就差钱,https://vdse.bdstatic.com//812d49e751aa31530ec39debfe54a359.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T08%3A49%3A09Z%2F-1%2Fhost%2Fa58bdb86d23b53b6909e8e19d85dad9fed3adeba4a664a22eef9a7d32ac2486a$订阅源--472x360
昨天今天明天,https://vd3.bdstatic.com/mda-ia4xz7n2s4hxbhby/logo/hd/mda-ia4xz7n2s4hxbhby.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D$订阅源--854x480
捐助,https://vd3.bdstatic.com/mda-jaqz8g17b9cvryks/hd/mda-jaqz8g17b9cvryks.mp4?pd=19&vt=1$订阅源--854x480
捐助后传,https://vd3.bdstatic.com/mda-kbsrpz9zmbbvznjw/hd/mda-kbsrpz9zmbbvznjw.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D$订阅源--854x480
